Number,Type,Name,Registration Point,Filename
556,bitmap,h_drk_ri_62_5_0,"(-1, 63)",
557,bitmap,h_drk_ri_62_6_0,"(-6, 62)",
558,bitmap,h_drk_ri_62_7_0,"(-18, 53)",
561,bitmap,h_crr_ri_63_0_0,"(-49, 46)",
562,bitmap,h_crr_ri_63_1_0,"(-41, 41)",
563,bitmap,h_crr_ri_63_2_0,"(-36, 35)",
564,bitmap,h_crr_ri_63_3_0,"(-25, 37)",
565,bitmap,h_crr_ri_63_4_0,"(-9, 41)",
566,bitmap,h_crr_ri_63_5_0,"(-8, 41)",
567,bitmap,h_crr_ri_63_6_0,"(-25, 21)",
568,bitmap,h_crr_ri_63_7_0,"(-27, 21)",
569,palette,grererere palette,"(0, 0)",
571,bitmap,h_drk_ri_63_0_0,"(-37, 67)",
572,bitmap,h_drk_ri_63_1_0,"(-40, 59)",
573,bitmap,h_drk_ri_63_2_0,"(-32, 56)",
574,bitmap,h_drk_ri_63_3_0,"(-29, 56)",
575,bitmap,h_drk_ri_63_4_0,"(-6, 54)",
576,bitmap,h_drk_ri_63_5_0,"(-4, 59)",
577,bitmap,h_drk_ri_63_6_0,"(-14, 60)",
578,bitmap,h_drk_ri_63_7_0,"(-24, 66)",

582,bitmap,h_crr_ri_11_2_0,"(-32, 74)",
