Number,Type,Name,Registration Point,Filename
699,bitmap,sh_spk_ha_40_3_0,"(-6, 39)",
700,bitmap,sh_spk_ha_40_7_0,"(-8, 39)",
701,bitmap,sh_spk_ha_40_5_0,"(-7, 39)",
702,bitmap,sh_spk_ha_40_6_0,"(-8, 40)",
703,bitmap,sh_lay_ha_40_2_0,"(12, 19)",
711,bitmap,sh_std_ha_41_0_0,"(-6, 40)",
712,bitmap,sh_std_ha_41_1_0,"(-5, 41)",
713,bitmap,sh_std_ha_41_2_0,"(-6, 40)",
714,bitmap,sh_std_ha_41_3_0,"(-8, 41)",
715,bitmap,sh_std_ha_41_7_0,"(-8, 41)",
716,bitmap,sh_spk_ha_41_0_0,"(-6, 40)",
717,bitmap,sh_spk_ha_41_1_0,"(-5, 41)",
718,bitmap,sh_spk_ha_41_2_0,"(-6, 40)",
719,bitmap,sh_spk_ha_41_3_0,"(-8, 41)",
720,bitmap,sh_spk_ha_41_7_0,"(-8, 41)",
721,bitmap,sh_lay_ha_41_2_0,"(12, 18)",
731,bitmap,sh_std_ha_42_0_0,"(0, 42)",
732,bitmap,sh_std_ha_42_1_0,"(-3, 41)",
733,bitmap,sh_std_ha_42_2_0,"(1, 40)",
734,bitmap,sh_std_ha_42_3_0,"(-2, 39)",
735,bitmap,sh_std_ha_42_7_0,"(-3, 39)",
736,bitmap,sh_spk_ha_42_0_0,"(0, 42)",
737,bitmap,sh_spk_ha_42_1_0,"(-3, 41)",
738,bitmap,sh_spk_ha_42_2_0,"(1, 40)",
739,bitmap,sh_spk_ha_42_3_0,"(-2, 39)",
740,bitmap,sh_spk_ha_42_7_0,"(-3, 39)",
741,bitmap,sh_lay_ha_42_2_0,"(12, 19)",
751,bitmap,sh_std_ha_43_0_0,"(-5, 46)",
752,bitmap,sh_std_ha_43_1_0,"(-4, 46)",
753,bitmap,sh_std_ha_43_2_0,"(-3, 46)",
754,bitmap,sh_std_ha_43_3_0,"(-4, 45)",
755,bitmap,sh_std_ha_43_7_0,"(-5, 44)",
756,bitmap,sh_spk_ha_43_0_0,"(-5, 46)",
757,bitmap,sh_spk_ha_43_1_0,"(-4, 46)",
758,bitmap,sh_spk_ha_43_2_0,"(-3, 46)",
759,bitmap,sh_spk_ha_43_3_0,"(-4, 45)",
760,bitmap,sh_spk_ha_43_7_0,"(-5, 44)",
761,bitmap,sh_lay_ha_43_2_0,"(16, 26)",
